coating_thickness_um,coating_uniformity_cv,coating_areal_mass,coating_defect_density,calendering_density,calendering_porosity,calendering_force,slitting_edge_burr,slitting_width_accuracy,assembly_winding_tension,assembly_weld_strength,assembly_initial_resistance,fill_electrolyte_volume,fill_seal_pressure,failed_qc
77.99,0.446,21.88,0.62,3.464,30.34,6019.6,2.17,0.0304,15.46,193.4,12.19,15.054,123.6,0
77.33,1.015,21.87,0.46,3.514,29.78,6008.0,2.27,0.0262,14.6,187.7,12.29,15.168,115.1,0
79.36,1.025,22.3,0.1,3.492,29.54,6001.8,2.46,0.0103,14.97,188.4,12.09,15.121,119.9,0
76.53,0.875,22.41,0.52,3.499,30.64,6048.8,2.46,0.0211,15.63,175.0,12.37,14.956,118.6,0
79.76,0.333,22.59,0.22,3.479,29.85,6199.3,2.03,0.0133,15.35,178.0,12.03,14.894,118.2,0
78.16,0.509,21.78,0.64,3.49,31.66,5919.7,1.93,0.0028,14.84,180.0,11.45,14.823,121.5,0
78.5,0.863,21.7,0.53,3.517,29.34,6059.6,0.82,0.0178,14.77,187.4,12.38,14.999,119.4,0
77.16,0.353,21.86,0.56,3.493,28.71,6127.0,2.02,0.0028,14.97,186.0,11.27,14.906,114.4,0
78.7,1.095,21.93,0.56,3.534,31.63,5923.4,1.97,0.0194,14.85,181.6,12.78,15.257,119.4,0
77.25,0.613,22.21,0.42,3.52,29.97,6162.7,1.53,0.0182,15.17,182.5,11.45,14.818,122.5,0
79.93,0.333,22.13,0.3,3.544,28.31,5944.6,1.37,0.0258,14.88,189.0,11.54,14.921,120.7,1
77.84,0.849,21.93,0.01,3.486,28.7,6109.2,2.03,0.0133,15.21,186.7,11.2,15.014,120.3,0
78.08,1.211,22.46,0.54,3.504,29.47,5920.0,1.2,0.0071,14.87,188.3,11.8,15.051,121.6,0
76.61,0.475,22.46,0.37,3.567,30.16,5782.7,1.62,0.0215,14.72,176.8,11.46,14.957,122.8,0
79.61,0.558,21.55,0.4,3.479,30.79,5892.0,3.54,0.0148,14.63,171.7,11.0,14.941,121.1,0
77.44,0.797,21.63,0.7,3.529,29.43,6116.4,2.97,0.0029,14.63,180.9,11.12,15.095,122.2,0
75.26,0.74,21.64,0.56,3.452,30.25,5893.3,3.46,0.0217,15.61,183.0,11.6,15.016,118.7,0
81.71,0.809,22.22,0.72,3.496,29.97,5976.3,1.5,0.0236,14.59,176.7,12.18,14.962,120.0,0
76.46,0.271,22.16,1.07,3.612,29.21,6264.7,2.22,0.0351,15.46,182.9,11.31,15.003,120.4,0
82.63,2.5,21.79,0.08,3.577,30.56,6147.7,5.03,0.0038,14.79,144.5,10.49,15.018,122.1,1
79.21,0.704,21.47,0.01,3.531,29.33,6089.7,1.97,0.0194,15.19,183.0,11.28,15.056,125.0,0
75.1,0.716,22.34,0.36,3.526,30.04,6022.0,2.63,0.0171,14.47,181.2,11.72,14.899,121.2,0
76.56,1.089,22.09,0.84,3.542,31.02,6149.0,2.28,0.0424,15.4,181.5,11.54,15.145,119.1,0
77.79,0.659,21.77,0.62,3.544,28.52,5997.7,1.8,0.0102,15.3,182.1,11.96,14.998,122.2,0
77.56,1.009,21.86,0.11,3.509,30.47,5780.8,1.34,0.0074,14.97,183.6,12.71,14.873,123.3,0
78.22,1.059,22.02,0.03,3.508,29.96,5959.2,1.87,0.0179,15.19,176.0,12.08,15.063,117.6,1
73.32,2.47,21.46,0.21,3.661,30.73,5803.6,3.13,0.0367,15.5,146.8,11.26,14.924,119.2,1
78.46,0.427,21.34,0.02,3.586,29.8,5829.7,2.05,0.0126,14.13,186.5,11.08,15.036,115.9,0
75.7,0.735,22.37,0.26,3.474,29.57,6160.5,2.36,0.0033,15.13,178.2,12.22,15.121,116.6,0
78.96,1.22,21.8,0.11,3.468,29.36,5992.1,2.3,0.0166,15.07,172.3,11.75,15.032,119.7,0
79.11,0.847,21.61,0.37,3.516,28.58,6307.7,3.12,0.0047,15.03,187.5,12.28,15.124,120.9,1
77.88,1.266,21.48,0.57,3.478,28.03,6204.1,2.93,0.0186,15.1,182.6,11.78,14.822,122.0,0
79.64,1.006,21.54,0.61,3.529,29.54,6241.6,1.67,0.0037,15.36,187.4,12.46,15.07,119.7,0
79.36,0.935,21.71,0.43,3.461,30.94,6107.0,0.98,0.0059,15.31,183.1,11.67,14.902,123.2,0
76.2,1.063,22.01,0.21,3.493,30.38,5877.2,4.06,0.0164,13.78,181.4,11.3,14.861,118.7,0
77.6,1.375,21.87,0.53,3.504,30.35,5877.2,1.27,0.0122,14.98,177.9,11.99,14.904,119.5,0
77.93,0.767,21.8,1.14,3.485,30.76,6102.3,2.2,0.0016,15.31,180.8,11.71,14.97,116.5,0
78.26,0.672,22.41,0.13,3.458,31.2,6024.6,3.05,0.0219,14.47,182.8,11.73,15.114,120.1,0
78.87,0.868,22.2,0.04,3.526,28.98,6014.7,3.08,0.0053,14.94,193.3,12.33,15.177,119.9,0
80.03,1.051,21.52,0.76,3.477,29.67,6011.9,1.23,0.0134,15.34,180.3,11.13,14.894,117.4,1
78.34,1.137,21.71,0.83,3.49,30.86,6045.1,2.9,0.0129,14.55,181.7,12.14,15.156,120.2,0
76.63,2.794,22.7,0.49,3.482,31.61,6023.9,2.21,0.027,15.3,146.1,11.2,14.443,119.1,1
77.43,0.665,22.41,1.21,3.475,27.04,5889.8,2.24,0.0067,15.16,181.3,11.86,15.104,118.7,0
78.42,0.959,22.39,0.47,3.509,30.67,6087.6,2.12,0.0011,15.15,187.0,12.35,14.954,122.9,0
79.09,0.678,22.48,0.16,3.547,29.03,6011.1,1.77,0.0201,14.95,185.7,13.16,14.924,121.8,0
78.14,0.442,21.9,2.25,3.317,28.2,6142.0,3.9,0.0046,15.67,181.1,11.78,15.101,121.4,1
73.9,3.43,21.64,0.31,3.484,29.58,5765.3,5.52,0.0255,15.02,183.7,11.31,15.221,118.8,1
76.64,0.997,21.96,0.03,3.523,30.58,6102.7,1.37,0.009,14.9,185.5,11.78,15.015,117.8,0
76.77,0.976,21.8,0.38,3.52,30.07,5917.8,2.7,0.0047,14.89,187.3,11.67,15.028,119.8,0
78.85,1.256,22.06,0.29,3.472,27.82,5901.0,2.42,0.0216,14.51,181.6,11.4,14.914,120.2,0
78.27,0.416,21.85,0.49,3.529,29.68,6211.4,1.77,0.024,15.1,173.1,13.05,14.914,119.3,0
79.58,0.853,22.25,1.0,3.502,27.81,5963.7,2.45,0.0123,14.45,182.3,11.63,14.958,117.4,0
75.51,1.656,21.3,0.27,3.588,29.39,6174.9,2.83,0.0156,14.83,186.4,12.42,14.895,120.6,0
74.45,1.241,21.28,0.22,3.551,28.92,5933.6,1.79,0.0075,15.98,184.3,11.0,14.883,120.9,0
79.03,1.056,22.51,0.16,3.505,31.54,5904.8,2.96,0.0034,14.31,185.8,13.0,14.948,118.7,0
77.34,0.5,21.06,0.51,3.484,30.41,5857.6,0.98,0.004,15.19,178.3,12.15,15.032,121.1,0
74.99,0.581,21.7,0.53,3.502,32.03,5820.3,2.52,0.0461,15.08,183.4,11.92,14.882,120.1,1
78.11,1.129,22.65,0.54,3.497,32.84,6213.4,2.85,0.0127,15.23,186.1,13.0,15.143,126.3,0
79.15,0.988,21.86,0.29,3.46,30.77,6117.2,2.82,0.0031,14.95,182.0,11.63,14.875,115.4,0
77.47,2.989,22.14,0.01,3.704,29.47,5996.4,1.63,0.016,14.83,150.4,11.47,14.377,118.4,1
75.78,1.576,21.41,4.35,3.486,28.52,6048.1,3.59,0.0023,15.06,147.6,14.86,15.199,121.0,1
77.06,0.579,21.89,0.2,3.523,31.18,6056.2,2.17,0.0142,15.49,184.3,12.77,15.194,121.8,0
77.11,1.147,21.84,0.2,3.549,28.44,6107.5,2.14,0.0079,14.97,180.8,11.28,14.924,125.3,0
79.4,1.252,21.94,0.54,3.567,31.34,5971.8,1.7,0.0112,14.81,187.7,12.36,15.057,117.6,0
80.47,0.791,21.73,0.47,3.532,29.71,5976.5,0.68,0.0421,15.15,174.8,11.73,14.776,117.6,0
70.74,0.802,21.53,3.02,3.537,31.65,5914.4,6.72,0.0065,15.43,142.9,11.86,14.956,119.5,1
79.01,0.882,21.94,1.07,3.499,30.52,6059.4,1.89,0.0309,15.25,184.8,11.24,14.906,118.5,0
79.23,0.962,22.44,0.31,3.513,30.2,5890.5,3.31,0.0031,15.19,183.8,12.44,15.18,120.1,0
79.37,0.762,22.63,0.39,3.472,30.04,6086.4,3.33,0.0092,15.67,178.9,11.57,15.012,121.5,0
78.27,0.693,21.79,0.35,3.426,29.36,6027.4,2.19,0.0213,14.93,185.7,12.13,14.821,123.2,0
75.39,1.112,21.56,0.29,3.479,29.09,5897.2,2.26,0.0044,14.94,179.1,11.79,15.042,118.8,0
76.87,1.467,22.54,0.15,3.565,29.62,6000.3,1.55,0.002,15.49,178.7,12.08,15.031,122.1,0
80.67,2.035,22.32,0.12,3.742,29.16,5859.3,4.66,0.0031,14.91,138.8,11.94,15.001,120.0,1
76.78,0.122,21.83,0.31,3.486,29.5,6064.8,1.99,0.0101,13.67,187.0,12.44,15.113,121.9,0
80.46,0.453,22.51,0.56,3.455,30.74,6026.7,2.5,0.0192,14.55,177.6,11.6,14.973,122.5,0
76.37,0.489,22.2,0.18,3.518,29.14,5776.1,1.3,0.0037,15.6,181.3,11.39,15.155,120.3,0
75.56,0.443,21.99,0.04,3.524,30.23,5964.2,2.37,0.01,15.33,181.2,12.48,15.041,120.8,0
76.74,1.026,22.05,0.54,3.489,30.84,5993.2,2.67,0.0406,14.89,172.6,12.4,14.693,119.4,0
73.07,3.174,22.13,0.61,3.507,29.46,6039.2,1.91,0.0125,13.66,180.0,14.12,14.325,121.6,1
78.34,0.931,22.03,0.26,3.523,29.96,6058.6,1.83,0.0248,14.87,180.8,11.78,15.056,123.1,0
80.79,0.578,22.39,0.3,3.455,29.9,6032.3,2.41,0.0075,14.89,185.5,11.82,14.979,119.5,0
76.36,0.528,21.84,0.62,3.528,30.89,6108.2,1.28,0.0242,14.91,196.0,11.55,15.053,119.7,0
79.14,0.761,21.79,0.59,3.488,30.89,6005.8,1.71,0.0039,15.16,180.4,12.44,15.024,119.6,0
77.56,0.627,21.58,0.46,3.491,32.16,5870.1,2.11,0.0134,14.87,173.6,12.18,15.162,125.0,0
78.57,0.559,21.86,3.68,3.517,27.09,6000.1,2.04,0.0165,15.54,151.0,12.21,15.614,116.6,1
76.71,1.071,21.5,0.4,3.539,28.98,5989.1,3.16,0.0257,14.87,175.7,12.18,15.087,117.8,0
76.91,2.585,22.35,0.06,3.488,30.4,6139.9,1.64,0.0046,15.22,184.2,14.18,14.467,126.7,1
77.81,0.875,21.11,0.07,3.486,28.51,6098.6,1.97,0.0122,15.6,188.9,11.85,14.962,123.2,0
80.5,0.681,21.47,1.03,3.473,29.56,6034.8,1.76,0.0073,15.02,187.3,12.08,15.024,119.5,0
76.61,1.234,22.31,0.28,3.466,29.53,6128.2,2.85,0.0056,15.11,183.3,11.01,14.771,123.2,0
76.78,1.074,21.86,0.44,3.549,30.27,5990.1,2.57,0.0111,14.64,182.7,11.81,15.248,120.5,0
77.74,0.93,21.39,0.75,3.513,29.49,5940.3,2.35,0.0004,14.69,182.7,11.26,14.82,122.6,0
78.8,0.924,22.81,0.07,3.442,30.76,5902.9,2.22,0.0302,14.92,178.9,12.5,15.252,120.1,1
77.63,0.867,22.35,0.41,3.553,29.55,5998.8,1.27,0.0135,14.92,179.3,11.92,14.797,121.9,0
78.22,1.139,22.3,0.18,3.475,30.65,5842.9,2.02,0.0169,14.26,189.6,12.47,15.138,122.4,0
76.91,0.858,21.66,0.73,3.456,27.4,6024.9,1.94,0.0025,15.74,178.5,11.2,14.974,117.1,0
77.67,0.569,22.11,0.11,3.531,29.43,5811.5,2.08,0.0007,14.57,184.9,11.4,14.977,118.6,0
82.74,0.926,22.44,0.46,3.554,28.67,5786.7,2.33,0.0105,14.93,178.2,12.45,15.106,118.3,0
78.66,2.537,21.87,2.51,3.485,31.45,5910.0,1.26,0.0141,15.12,178.3,15.35,15.084,118.0,1
79.68,0.527,22.14,0.61,3.395,30.54,6173.9,1.14,0.0082,15.22,178.9,11.6,14.655,118.7,0
78.67,0.986,21.85,0.54,3.509,28.83,5879.9,1.08,0.0223,15.14,180.0,12.1,14.802,122.1,0
75.13,0.859,22.14,0.77,3.583,29.79,6037.4,1.98,0.01,14.95,180.3,12.12,14.892,121.4,0
76.55,0.658,22.46,0.12,3.472,30.82,6090.5,2.0,0.0293,15.03,174.0,12.43,14.67,117.1,0
75.99,0.81,22.56,0.82,3.526,29.74,6059.0,2.07,0.008,14.74,188.6,10.76,15.171,117.9,0
76.74,0.697,21.93,0.55,3.422,29.69,5916.9,2.02,0.0169,15.18,186.4,12.36,14.901,121.0,0
78.17,0.848,21.58,0.52,3.566,31.01,5847.4,1.81,0.009,14.55,172.3,10.63,14.832,116.7,0
77.55,3.274,21.69,0.04,3.318,29.91,6207.2,2.35,0.0042,14.57,153.8,14.93,14.79,125.4,1
78.96,1.092,22.31,0.46,3.546,28.58,6286.0,1.47,0.0028,14.63,188.0,10.82,15.263,119.5,0
78.73,0.894,21.93,0.38,3.484,28.82,6258.4,1.34,0.0076,14.63,190.4,11.82,15.091,119.7,0
83.43,0.616,21.75,0.48,3.704,30.82,6091.5,3.03,0.0098,15.09,145.5,11.13,15.239,120.0,1
78.47,0.929,22.19,0.42,3.529,30.17,6140.2,2.12,0.0102,14.65,186.9,11.68,15.108,122.3,0
74.84,1.36,22.58,0.24,3.536,30.84,5894.3,2.45,0.0277,15.08,177.6,11.89,15.051,119.5,0
78.08,2.438,22.82,0.53,3.481,30.9,5905.7,3.85,0.0011,14.95,183.1,13.75,14.999,123.5,1
76.09,1.606,21.73,3.48,3.479,30.24,5955.4,5.77,0.0002,14.7,147.6,15.46,15.183,120.6,1
76.96,1.369,22.55,0.21,3.534,31.24,6074.0,3.33,0.0045,14.45,188.6,11.88,15.001,119.6,0
76.17,0.792,21.94,2.42,3.471,29.32,5980.2,5.49,0.0143,15.61,188.5,15.27,15.251,120.3,1
78.43,0.636,21.68,0.37,3.516,30.27,6204.4,1.34,0.0049,15.49,177.7,11.61,15.064,123.2,0
72.86,1.172,21.83,0.46,3.352,30.44,5985.3,7.27,0.0265,14.76,188.1,14.96,14.88,121.1,1
76.77,0.434,21.57,0.47,3.485,28.49,5902.7,2.11,0.0243,14.84,174.9,12.36,15.134,123.2,1
78.82,1.078,22.11,0.86,3.47,30.81,5945.7,2.94,0.0208,14.69,183.1,11.71,15.073,120.8,0
75.79,0.352,21.83,2.45,3.671,29.72,5917.4,2.55,0.0135,14.98,137.1,11.91,15.083,125.2,1
79.59,0.904,22.32,0.76,3.514,31.27,5743.8,1.17,0.026,15.13,177.3,11.55,14.915,121.5,0
77.09,1.676,22.52,0.4,3.45,31.34,5849.3,1.26,0.0206,14.97,176.5,11.9,15.051,117.0,0
79.29,0.476,22.53,0.14,3.515,30.17,6228.6,2.73,0.0054,15.3,181.5,12.02,15.062,118.5,0
76.98,0.76,22.06,0.98,3.562,30.24,6029.0,3.48,0.009,15.2,185.0,12.46,15.024,121.7,0
79.93,0.921,22.35,0.84,3.573,28.66,5981.4,2.01,0.0503,15.07,181.0,11.34,15.04,126.6,0
79.27,0.773,22.62,0.81,3.513,32.85,6041.1,1.73,0.0147,14.71,181.0,12.03,15.064,124.0,0
78.38,0.766,21.51,0.74,3.49,29.8,5895.9,2.29,0.0006,14.82,176.6,11.82,15.009,119.4,0
84.58,0.607,22.14,3.68,3.365,30.97,6000.8,2.36,0.021,14.7,176.6,11.48,14.466,121.3,1
77.38,0.927,22.42,0.28,3.524,28.44,6195.2,2.82,0.0109,15.41,189.1,12.82,15.042,120.9,0
76.16,2.561,21.78,0.84,3.539,29.0,6105.4,2.67,0.0571,14.94,182.7,12.29,14.459,118.6,0
77.16,1.285,21.29,2.11,3.735,31.13,5839.2,2.83,0.0038,14.67,181.9,12.03,15.044,124.5,0
78.32,1.051,22.03,0.9,3.397,31.4,6004.7,2.31,0.025,15.27,177.2,11.47,14.909,119.8,0
79.09,0.493,22.16,0.76,3.516,31.46,5990.6,1.75,0.0282,14.35,146.9,14.21,15.421,120.5,1
78.58,0.371,21.88,0.01,3.414,29.91,5929.4,1.72,0.0074,15.0,184.3,12.04,15.058,118.2,0
75.81,1.061,22.31,0.04,3.494,30.73,6260.8,2.46,0.0223,15.25,175.0,12.44,15.05,122.1,0
72.6,1.011,22.61,0.2,3.426,29.36,5933.0,3.12,0.0102,14.97,147.6,11.92,14.302,118.9,1
79.35,1.251,22.21,0.01,3.506,30.06,6023.0,3.06,0.0219,15.22,187.3,12.62,14.808,117.4,0
76.92,0.853,21.38,0.2,3.518,29.51,6237.5,3.01,0.0076,14.29,186.2,11.68,15.032,127.4,0
76.8,1.083,22.02,0.77,3.456,29.05,6078.7,3.05,0.0224,15.63,185.1,11.84,15.117,120.6,0
79.53,0.774,21.86,0.03,3.447,28.94,5859.4,1.52,0.0223,14.51,183.4,12.08,15.145,121.7,0
80.76,1.194,21.92,0.28,3.526,30.5,6025.0,2.2,0.0105,14.51,183.6,11.35,14.979,119.3,0
80.61,1.303,22.46,0.86,3.636,32.47,5883.5,2.84,0.0138,14.54,183.7,11.48,15.05,121.7,0
78.36,1.157,22.1,0.11,3.511,32.1,5837.0,2.02,0.0211,14.69,181.0,11.7,15.047,120.8,0
78.2,0.698,22.34,0.39,3.516,27.44,5969.8,1.95,0.0324,15.16,185.0,11.53,15.138,119.7,0
81.35,0.762,22.13,0.69,3.677,30.98,6164.6,6.83,0.0416,14.66,184.8,13.31,14.547,120.5,1
78.71,2.973,21.9,0.24,3.467,29.51,6029.2,2.53,0.0002,14.88,178.6,12.74,14.528,118.8,1
75.98,0.46,22.76,0.13,3.51,30.09,6129.0,3.09,0.0243,14.4,178.3,10.78,15.139,126.2,0
79.94,0.474,22.54,0.51,3.496,29.3,6165.2,2.77,0.0046,15.72,178.1,12.67,15.184,123.4,1
79.13,1.143,21.93,0.15,3.553,30.91,6042.8,2.04,0.0355,14.93,186.7,11.86,14.802,119.3,0
77.65,1.95,20.97,3.98,3.512,30.25,5818.0,1.96,0.0234,15.0,160.7,15.14,15.005,116.4,0
77.66,0.943,21.73,0.82,3.546,28.53,6001.2,1.54,0.0113,14.83,181.8,11.54,14.991,117.9,1
77.44,0.748,22.29,0.44,3.46,30.99,6049.0,3.0,0.0231,14.93,183.0,12.1,14.985,118.6,0
79.49,0.442,21.86,0.46,3.528,30.95,6157.7,3.34,0.0204,14.94,182.8,11.87,14.837,118.0,0
79.05,0.889,22.2,0.0,3.491,30.32,6133.5,1.56,0.014,15.14,188.3,12.23,14.937,118.6,0
74.86,1.718,21.72,0.48,3.493,29.19,6036.5,2.45,0.0543,14.97,180.5,11.99,15.112,122.9,0
71.06,1.394,22.23,0.29,3.559,29.95,6134.6,2.0,0.0147,15.12,147.5,10.95,14.98,119.7,1
77.39,1.008,22.06,0.46,3.29,30.89,6035.5,6.63,0.0048,14.84,188.9,13.89,15.629,115.7,1
77.88,0.956,21.61,0.47,3.476,28.97,5782.5,1.99,0.0002,14.73,185.6,11.32,15.13,123.4,0
75.2,0.832,21.76,0.44,3.473,31.05,5778.2,2.55,0.0129,15.28,175.2,12.08,14.793,117.5,0
77.55,0.967,22.25,0.98,3.541,30.96,6110.3,2.05,0.0074,15.26,176.5,11.1,15.061,120.8,0
78.33,0.784,22.48,0.19,3.471,30.32,5927.0,2.37,0.0196,14.31,168.3,10.46,14.965,122.0,0
77.31,0.701,21.6,0.89,3.508,29.26,6069.7,2.89,0.0009,15.28,190.6,12.8,15.051,115.6,0
72.66,0.814,22.14,0.35,3.276,28.12,5953.2,2.27,0.02,15.8,184.8,11.32,14.933,121.5,1
78.62,1.389,21.49,0.64,3.391,29.46,5806.2,1.4,0.0158,14.72,184.7,12.37,15.044,122.3,0
78.64,0.325,22.06,0.16,3.472,29.91,6101.1,3.03,0.0052,15.4,176.7,11.8,14.975,116.2,0
76.36,1.15,21.65,0.41,3.485,31.11,5864.1,2.47,0.0111,15.0,177.4,12.19,15.238,121.0,0
78.04,1.433,22.21,0.38,3.454,30.61,6063.5,3.09,0.0372,14.55,182.3,11.55,14.947,118.7,0
74.61,0.912,21.78,0.16,3.529,29.28,5895.2,5.73,0.0062,14.72,180.8,14.13,15.182,117.5,1
79.13,1.126,21.55,0.67,3.521,28.9,6095.2,2.19,0.0361,14.13,176.0,10.84,14.997,123.7,0
77.91,1.09,21.43,0.2,3.537,29.06,6136.4,1.38,0.0352,14.73,176.8,12.12,14.978,125.2,0
80.7,1.288,22.25,0.47,3.523,29.39,6006.9,2.86,0.0069,14.8,183.1,12.41,14.727,122.1,0
80.0,0.912,22.75,0.96,3.531,32.55,6161.4,1.15,0.008,14.4,184.3,11.44,15.028,122.6,0
76.04,0.779,22.37,0.1,3.487,29.44,6218.6,2.56,0.0197,15.01,182.6,11.33,15.039,120.0,0
79.49,0.326,22.54,0.15,3.49,31.36,5893.1,2.48,0.0133,15.11,183.4,11.1,15.059,122.3,0
77.76,0.418,22.53,0.11,3.514,31.51,6173.1,2.04,0.0114,15.15,184.6,12.29,15.104,120.3,0
82.98,2.673,21.73,0.06,3.582,29.55,5943.0,4.97,0.0002,14.86,176.1,11.8,14.823,120.6,0
77.65,1.064,22.14,0.86,3.493,30.39,6238.7,2.65,0.0186,14.63,187.3,11.57,15.068,123.1,0
74.52,0.989,22.45,0.4,3.475,28.29,5972.8,2.41,0.0146,14.4,180.6,11.99,14.882,114.9,0
73.12,1.003,21.41,3.49,3.495,31.55,5861.2,2.54,0.0353,15.9,185.2,11.71,14.412,117.7,1
72.54,0.654,22.1,3.31,3.558,29.76,5909.0,3.02,0.0187,15.12,186.7,14.62,14.968,120.7,1
76.17,0.832,22.3,0.63,3.546,29.42,6073.0,2.59,0.0147,15.05,189.0,11.43,15.14,120.8,0
77.0,0.659,22.11,0.46,3.485,29.21,5965.2,2.2,0.0261,15.11,177.6,12.95,15.105,120.9,0
77.39,0.991,21.86,0.69,3.509,29.86,6008.5,1.61,0.0246,14.72,182.5,11.84,15.14,121.9,0
75.28,0.642,21.95,0.29,3.438,30.51,6149.8,2.51,0.0141,15.58,182.4,10.52,15.067,119.0,0
80.28,0.472,22.36,0.71,3.491,28.87,6119.7,1.77,0.0094,14.48,183.8,12.26,14.855,123.2,1
76.55,1.064,21.66,0.43,3.438,29.72,5850.1,2.24,0.0346,15.35,183.4,11.78,14.884,119.4,0
79.88,0.679,21.01,0.48,3.524,30.99,5987.6,2.37,0.0049,14.42,181.6,12.67,14.843,120.5,0
76.34,0.753,22.63,0.64,3.471,30.1,5890.6,2.12,0.041,15.09,178.9,11.61,15.049,120.0,0
75.63,0.871,21.03,0.11,3.479,30.98,5926.3,1.99,0.0042,15.23,177.3,11.28,14.963,119.3,0
76.33,0.827,21.95,0.07,3.465,30.33,6113.4,0.73,0.0218,14.24,177.0,11.65,14.75,120.9,0
76.68,0.472,22.83,0.35,3.497,28.19,5871.1,2.48,0.0207,15.05,175.9,12.69,15.18,120.0,0
77.63,1.082,22.86,0.79,3.473,29.91,6126.2,1.82,0.0068,14.22,181.6,11.81,14.937,117.9,0
77.56,0.673,21.95,0.23,3.493,32.02,5969.1,2.3,0.0152,15.18,182.8,10.99,15.025,120.3,0
77.66,0.714,22.14,0.32,3.471,30.55,5831.0,1.94,0.0248,15.13,145.8,12.22,14.444,123.2,1
78.19,1.155,21.8,0.37,3.563,30.07,6135.2,1.05,0.0128,14.73,187.5,10.87,14.984,125.2,0
75.19,1.166,21.52,0.19,3.552,30.2,6148.8,1.63,0.0015,14.92,181.7,11.66,14.984,119.0,0
79.29,0.976,21.78,0.06,3.512,31.58,6021.6,2.88,0.0324,14.82,187.3,11.93,15.115,120.4,0
83.28,3.096,21.81,3.83,3.44,28.77,6002.3,2.66,0.0088,14.96,189.8,12.47,15.147,124.5,1
78.36,0.358,21.29,0.24,3.51,31.4,5876.0,1.98,0.0135,14.82,187.2,11.8,14.915,114.2,0
77.62,0.618,22.77,2.9,3.469,30.47,5981.8,2.23,0.0107,13.98,178.2,11.48,15.488,118.2,1
78.51,0.666,22.3,0.42,3.493,29.62,5938.4,2.73,0.007,14.63,178.9,11.06,15.109,120.1,0
76.61,2.164,21.76,4.53,3.55,30.79,6036.5,6.38,0.0245,14.39,177.2,11.64,15.047,118.7,1
75.67,1.264,22.17,0.7,3.543,29.2,6073.9,1.93,0.0131,15.27,176.2,10.67,15.19,121.5,0
80.54,0.629,21.5,0.43,3.508,28.59,6051.4,1.19,0.016,14.95,181.0,11.58,15.113,119.4,0
76.18,0.619,21.39,0.28,3.525,28.27,6278.4,2.3,0.0088,15.48,180.5,12.05,14.976,120.9,1
78.12,0.632,21.45,0.79,3.424,29.99,5887.6,1.82,0.0052,15.76,182.4,11.69,14.997,121.6,0
83.32,0.682,22.41,0.42,3.353,31.2,6040.5,0.95,0.0282,15.33,157.9,15.18,14.837,123.0,1
76.47,0.841,21.85,0.73,3.447,30.93,5889.0,0.98,0.036,14.54,186.3,11.99,15.17,121.2,0
77.64,0.249,21.7,0.15,3.47,30.1,6014.1,2.79,0.0621,14.66,176.2,12.17,14.815,115.5,0
77.06,1.087,22.44,0.26,3.462,30.59,6048.7,1.87,0.0265,14.38,180.3,12.64,14.927,120.7,0
77.51,1.147,22.26,0.13,3.438,29.44,5906.6,1.71,0.0015,14.8,181.1,11.38,14.812,120.6,0
78.64,0.694,22.58,0.2,3.485,29.02,6003.8,2.12,0.0189,15.09,181.1,12.52,14.966,118.0,0
75.09,1.249,22.31,0.31,3.512,30.55,5971.2,2.39,0.0247,14.38,180.7,13.59,15.011,118.7,0
78.69,1.259,22.08,0.84,3.494,30.15,6025.4,1.9,0.0461,14.42,182.0,11.34,15.175,121.3,0
76.88,0.926,21.27,0.39,3.524,30.8,6108.4,1.72,0.0121,14.47,184.2,12.18,15.102,121.1,0
76.99,0.59,21.85,0.13,3.445,29.96,6142.5,3.79,0.0084,14.67,186.6,11.93,15.105,120.7,1
78.68,0.892,22.24,0.05,3.491,30.2,5926.2,6.56,0.0136,15.37,150.0,11.23,15.521,119.1,1
77.68,0.747,22.13,0.61,3.43,28.69,5997.6,3.67,0.0115,14.76,178.8,12.21,15.15,125.1,0
78.4,1.213,22.04,0.56,3.485,30.33,6019.8,2.49,0.0077,15.1,178.1,12.41,14.985,122.1,0
78.68,0.969,22.18,0.38,3.512,28.74,6160.5,2.62,0.0002,14.65,177.5,11.84,14.809,122.5,0
77.78,0.607,21.78,0.73,3.462,28.96,5965.1,1.12,0.0316,15.28,177.0,11.9,14.942,119.1,0
76.72,0.924,22.12,0.1,3.532,29.23,6233.6,2.44,0.0317,15.66,189.7,11.82,14.877,117.1,0
77.17,1.638,21.11,0.72,3.546,30.25,5774.8,1.07,0.032,15.14,178.7,10.86,14.991,122.8,0
77.03,0.948,22.02,0.99,3.475,30.61,6168.9,2.4,0.0371,14.44,182.9,10.88,14.961,119.7,0
79.45,0.595,22.28,0.59,3.53,28.48,6051.7,2.24,0.0175,14.58,184.9,11.89,15.085,117.3,0
75.5,1.266,22.89,0.05,3.455,29.79,6002.8,2.04,0.0028,14.69,176.2,11.47,15.066,124.6,0
76.97,1.176,21.8,0.39,3.471,29.68,5940.7,3.09,0.0054,15.17,183.4,11.53,14.992,119.2,0
77.78,0.785,22.02,0.09,3.41,29.67,5918.0,1.25,0.0089,14.87,186.3,11.94,14.801,124.9,0
78.14,0.975,21.56,0.28,3.554,29.8,6072.6,2.59,0.0441,15.73,187.3,11.97,14.907,124.5,0
76.95,0.828,21.94,3.46,3.305,30.7,5891.6,6.92,0.0096,14.61,186.7,12.48,14.976,121.2,1
